parent_channel,year_month,message_count
looking-for-group,2025-04,126
looking-for-group,2025-05,60
looking-for-group,2025-06,54
looking-for-group,2025-07,86
looking-for-group,2025-08,89
looking-for-group,2025-09,82
looking-for-group,2025-10,42
looking-for-group,2025-11,81
looking-for-group,2025-12,176
looking-for-group,2026-01,117
looking-for-group,2026-02,51
looking-for-group,2026-03,133
looking-for-group,2026-04,93
looking-for-group,2026-05,73
looking-for-group,2026-06,95
looking-for-group,2026-07,50
meme-queens,2021-02,487
meme-queens,2021-03,751
meme-queens,2021-04,408
meme-queens,2021-05,491
meme-queens,2021-06,543
meme-queens,2021-07,630
meme-queens,2021-08,275
meme-queens,2021-09,621
meme-queens,2021-10,704
meme-queens,2021-11,730
meme-queens,2021-12,675
meme-queens,2022-01,377
meme-queens,2022-02,345
meme-queens,2022-03,355
meme-queens,2022-04,108
meme-queens,2022-05,91
meme-queens,2022-06,106
meme-queens,2022-07,179
meme-queens,2022-08,97
meme-queens,2022-09,104
meme-queens,2022-10,103
meme-queens,2022-11,93
meme-queens,2022-12,155
meme-queens,2023-01,148
meme-queens,2023-02,507
meme-queens,2023-03,413
meme-queens,2023-04,1893
meme-queens,2023-05,926
meme-queens,2023-06,368
meme-queens,2023-07,318
meme-queens,2023-08,773
meme-queens,2023-09,741
meme-queens,2023-10,358
meme-queens,2023-11,474
meme-queens,2023-12,297
meme-queens,2024-01,2344
meme-queens,2024-02,1395
meme-queens,2024-03,1030
meme-queens,2024-04,1332
meme-queens,2024-05,1089
meme-queens,2024-06,1089
meme-queens,2024-07,1300
meme-queens,2024-08,1065
meme-queens,2024-09,1499
meme-queens,2024-10,1125
meme-queens,2024-11,1410
meme-queens,2024-12,989
meme-queens,2025-01,4113
meme-queens,2025-02,1914
meme-queens,2025-03,1828
meme-queens,2025-04,1747
meme-queens,2025-05,1432
meme-queens,2025-06,1077
meme-queens,2025-07,545
meme-queens,2025-08,653
meme-queens,2025-09,886
meme-queens,2025-10,1910
meme-queens,2025-11,947
meme-queens,2025-12,2495
meme-queens,2026-01,2668
meme-queens,2026-02,1197
meme-queens,2026-03,1313
meme-queens,2026-04,709
meme-queens,2026-05,951
meme-queens,2026-06,498
meme-queens,2026-07,691
mod-guidelines,2022-04,11
mod-reports,2022-02,2
mod-reports,2022-03,1
mod-reports,2022-06,2
mod-reports,2022-09,2
mod-reports,2023-02,1
mod-reports,2023-03,1
mod-reports,2023-09,1
mod-reports,2025-07,1
mod-reports,2026-02,1
music-capes-only,2020-10,99
music-capes-only,2020-11,68
music-capes-only,2020-12,407
music-capes-only,2021-01,496
music-capes-only,2021-02,169
music-capes-only,2021-03,225
music-capes-only,2021-04,345
music-capes-only,2021-05,121
music-capes-only,2021-06,112
music-capes-only,2021-07,134
music-capes-only,2021-08,80
music-capes-only,2021-09,89
music-capes-only,2021-10,141
music-capes-only,2021-11,69
music-capes-only,2021-12,94
music-capes-only,2022-01,91
music-capes-only,2022-02,171
music-capes-only,2022-03,149
music-capes-only,2022-04,89
music-capes-only,2022-05,107
music-capes-only,2022-06,77
music-capes-only,2022-07,82
music-capes-only,2022-08,48
music-capes-only,2022-09,54
music-capes-only,2022-10,90
music-capes-only,2022-11,87
music-capes-only,2022-12,154
music-capes-only,2023-01,404
music-capes-only,2023-02,309
music-capes-only,2023-03,432
music-capes-only,2023-04,238
music-capes-only,2023-05,421
music-capes-only,2023-06,259
music-capes-only,2023-07,227
music-capes-only,2023-08,185
music-capes-only,2023-09,183
music-capes-only,2023-10,171
music-capes-only,2023-11,503
music-capes-only,2023-12,240
music-capes-only,2024-01,181
music-capes-only,2024-02,54
music-capes-only,2024-03,123
music-capes-only,2024-04,143
music-capes-only,2024-05,150
music-capes-only,2024-06,198
music-capes-only,2024-07,238
music-capes-only,2024-08,86
music-capes-only,2024-09,69
music-capes-only,2024-10,156
music-capes-only,2024-11,87
music-capes-only,2024-12,110
music-capes-only,2025-01,36
music-capes-only,2025-02,34
music-capes-only,2025-03,72
music-capes-only,2025-04,144
music-capes-only,2025-05,92
music-capes-only,2025-06,182
music-capes-only,2025-07,176
music-capes-only,2025-08,93
music-capes-only,2025-09,54
music-capes-only,2025-10,70
music-capes-only,2025-11,87
music-capes-only,2025-12,110
music-capes-only,2026-01,61
music-capes-only,2026-02,108
music-capes-only,2026-03,64
music-capes-only,2026-04,141
music-capes-only,2026-05,61
music-capes-only,2026-06,72
music-capes-only,2026-07,17
office-hours,2020-12,277
office-hours,2021-01,1164
office-hours,2021-02,86
office-hours,2021-03,200
office-hours,2021-04,92
office-hours,2021-05,44
office-hours,2021-06,227
office-hours,2021-07,756
office-hours,2021-08,867
office-hours,2021-09,2098
office-hours,2021-10,1631
office-hours,2021-11,815
office-hours,2021-12,157
office-hours,2022-01,13
office-hours,2022-03,11
office-hours,2022-05,2
office-hours,2022-06,17
office-hours,2022-08,4
office-hours,2025-10,4
office-hours,2025-11,1
office-hours,2026-04,3
other-games,2021-01,26
other-games,2021-02,78
other-games,2021-03,207
other-games,2021-04,180
other-games,2021-05,377
other-games,2021-06,149
other-games,2021-07,238
other-games,2021-08,75
other-games,2021-09,65
other-games,2021-10,63
other-games,2021-11,15
other-games,2021-12,66
other-games,2022-01,62
other-games,2022-02,98
other-games,2022-03,105
other-games,2022-04,44
other-games,2022-05,50
other-games,2022-06,7
other-games,2022-07,2
other-games,2022-08,7
other-games,2022-10,30
other-games,2022-11,14
other-games,2022-12,44
other-games,2023-01,50
other-games,2023-02,47
other-games,2023-03,142
other-games,2023-04,24
other-games,2023-05,133
other-games,2023-06,45
other-games,2023-07,48
other-games,2023-08,94
other-games,2023-09,55
other-games,2023-10,62
other-games,2023-11,64
other-games,2023-12,82
other-games,2024-01,710
other-games,2024-02,360
other-games,2024-03,333
other-games,2024-04,63
other-games,2024-05,175
other-games,2024-06,127
other-games,2024-07,241
other-games,2024-08,168
other-games,2024-09,201
other-games,2024-10,113
other-games,2024-11,69
other-games,2024-12,136
other-games,2025-01,48
other-games,2025-02,55
other-games,2025-03,101
other-games,2025-04,131
other-games,2025-05,62
other-games,2025-06,113
other-games,2025-07,73
other-games,2025-08,63
other-games,2025-09,220
other-games,2025-10,272
other-games,2025-11,93
other-games,2025-12,230
other-games,2026-01,74
other-games,2026-02,57
other-games,2026-03,156
other-games,2026-04,80
other-games,2026-05,135
other-games,2026-06,126
other-games,2026-07,70
our-hobbies,2022-08,47
our-hobbies,2022-09,205
our-hobbies,2022-10,23
our-hobbies,2022-11,7
our-hobbies,2022-12,71
our-hobbies,2023-01,89
our-hobbies,2023-02,26
our-hobbies,2023-03,26
our-hobbies,2023-04,20
our-hobbies,2023-05,48
our-hobbies,2023-06,68
our-hobbies,2023-07,54
our-hobbies,2023-08,30
our-hobbies,2023-09,25
our-hobbies,2023-10,12
our-hobbies,2023-11,3
our-hobbies,2023-12,17
our-hobbies,2024-01,70
our-hobbies,2024-02,46
our-hobbies,2024-03,77
our-hobbies,2024-04,22
our-hobbies,2024-05,32
our-hobbies,2024-06,52
our-hobbies,2024-07,13
our-hobbies,2024-08,20
our-hobbies,2024-09,21
our-hobbies,2024-10,30
our-hobbies,2024-11,6
our-hobbies,2024-12,30
our-hobbies,2025-03,233
our-hobbies,2025-04,80
our-hobbies,2025-05,18
our-hobbies,2025-06,15
our-hobbies,2025-07,34
our-hobbies,2025-08,45
our-hobbies,2025-09,31
our-hobbies,2025-10,68
our-hobbies,2025-11,173
our-hobbies,2025-12,96
our-hobbies,2026-01,78
our-hobbies,2026-02,13
our-hobbies,2026-03,59
our-hobbies,2026-04,154
our-hobbies,2026-05,14
our-hobbies,2026-06,49
our-hobbies,2026-07,32
pking,2021-01,11
pking,2021-02,17
pking,2021-03,162
pking,2021-04,343
pking,2021-05,37
pking,2021-06,9
pking,2021-07,90
pking,2021-08,200
pking,2021-09,269
pking,2021-10,186
pking,2021-11,301
pking,2021-12,384
pking,2022-01,366
pking,2022-02,89
pking,2022-03,29
pking,2022-04,4
pking,2022-06,1
pking,2022-07,1
pking,2022-09,10
pking,2022-10,18
pking,2022-11,6
pking,2022-12,40
pking,2023-01,92
pking,2023-03,15
pking,2023-04,7
pking,2023-05,3
pking,2023-06,20
pking,2023-07,16
pking,2023-08,6
pking,2023-09,4
pking,2023-10,7
pking,2023-11,3
pking,2023-12,7
pking,2024-02,1
pking,2024-03,2
pking,2024-04,32
pking,2024-05,19
pking,2024-06,241
pking,2024-07,55
pking,2024-08,32
pking,2024-09,8
pking,2024-11,2
pking,2025-01,3
pking,2025-05,6
pking-multi,2023-04,3
pking-multi,2023-10,3
pking-multi,2024-08,38
pking-multi,2024-09,1
pokemon-go-to-the-polls,2024-08,67
pokemon-go-to-the-polls,2024-09,178
pokemon-go-to-the-polls,2024-10,78
pokemon-go-to-the-polls,2024-11,407
qpw-repository,2021-07,14
qpw-repository,2021-08,18
qpw-repository,2021-09,39
qpw-repository,2021-10,24
qpw-repository,2021-11,8
qpw-repository,2021-12,12
qpw-repository,2022-01,1
qpw-repository,2022-02,3
qpw-repository,2022-03,5
qpw-repository,2022-04,1
qpw-repository,2022-05,3
qpw-repository,2022-06,6
qpw-repository,2022-07,7
qpw-repository,2022-08,1
qpw-repository,2022-09,2
qpw-repository,2023-02,14
qpw-repository,2023-03,28
qpw-repository,2023-04,11
qpw-repository,2023-05,1
qpw-repository,2023-07,5
qpw-repository,2023-09,2
qpw-repository,2023-10,7
qpw-repository,2023-11,1
qpw-repository,2023-12,7
qpw-repository,2024-01,8
qpw-repository,2024-02,2
qpw-repository,2024-03,1
qpw-repository,2024-04,3
qpw-repository,2024-05,1
qpw-repository,2024-08,1
qpw-repository,2024-11,1
qpw-repository,2024-12,2
qpw-repository,2025-03,2
qpw-repository,2025-07,1
qpw-repository,2025-09,2
qpw-repository,2026-01,9
qpw-repository,2026-04,2
raids-records,2020-12,2
raids-records,2021-02,4
raids-records,2021-03,32
raids-records,2021-04,158
raids-records,2021-05,85
raids-records,2021-06,41
raids-records,2021-07,2
raids-records,2021-08,33
raids-records,2021-09,2
raids-records,2021-10,9
raids-records,2021-11,6
raids-records,2022-06,6
raids-records,2025-09,4
seasonal-modes,2020-10,109
seasonal-modes,2020-11,470
seasonal-modes,2020-12,204
seasonal-modes,2021-01,53
seasonal-modes,2021-06,2
seasonal-modes,2021-08,219
seasonal-modes,2021-09,27
seasonal-modes,2021-10,64
seasonal-modes,2021-12,4
seasonal-modes,2022-01,166
seasonal-modes,2022-02,325
seasonal-modes,2022-03,106
seasonal-modes,2022-04,3
seasonal-modes,2023-08,145
seasonal-modes,2023-09,9
seasonal-modes,2023-10,106
seasonal-modes,2023-11,1756
seasonal-modes,2023-12,341
seasonal-modes,2024-01,63
seasonal-modes,2024-06,102
seasonal-modes,2024-07,46
seasonal-modes,2024-08,5
seasonal-modes,2024-10,44
seasonal-modes,2024-11,1315
seasonal-modes,2024-12,190
seasonal-modes,2025-01,33
seasonal-modes,2025-10,466
seasonal-modes,2025-11,8
seasonal-modes,2026-01,15
seasonal-modes,2026-02,265
seasonal-modes,2026-03,182
seasonal-modes,2026-04,1937
seasonal-modes,2026-05,135
seasonal-modes,2026-06,8
skill-of-the-week,2022-06,4
skill-of-the-week,2023-03,7
skill-of-the-week,2025-01,2
spec-comparisons,2021-09,160
sports-isolation-zone,2022-02,92
sports-isolation-zone,2022-03,36
sports-isolation-zone,2022-04,36
sports-isolation-zone,2022-05,292
sports-isolation-zone,2022-06,21
sports-isolation-zone,2022-07,36
sports-isolation-zone,2022-08,88
sports-isolation-zone,2022-09,80
sports-isolation-zone,2022-10,118
sports-isolation-zone,2022-11,183
sports-isolation-zone,2022-12,83
sports-isolation-zone,2023-01,128
sports-isolation-zone,2023-02,148
sports-isolation-zone,2023-03,150
sports-isolation-zone,2023-04,172
sports-isolation-zone,2023-05,167
sports-isolation-zone,2023-06,33
sports-isolation-zone,2023-07,65
sports-isolation-zone,2023-08,94
sports-isolation-zone,2023-09,90
sports-isolation-zone,2023-10,74
sports-isolation-zone,2023-11,81
sports-isolation-zone,2023-12,55
sports-isolation-zone,2024-01,100
sports-isolation-zone,2024-02,51
sports-isolation-zone,2024-03,28
sports-isolation-zone,2024-04,43
sports-isolation-zone,2024-05,41
sports-isolation-zone,2024-06,64
sports-isolation-zone,2024-07,49
sports-isolation-zone,2024-08,66
sports-isolation-zone,2024-09,62
sports-isolation-zone,2024-10,62
sports-isolation-zone,2024-11,71
sports-isolation-zone,2024-12,66
sports-isolation-zone,2025-01,67
sports-isolation-zone,2025-02,97
sports-isolation-zone,2025-03,44
sports-isolation-zone,2025-04,45
sports-isolation-zone,2025-05,41
sports-isolation-zone,2025-06,91
sports-isolation-zone,2025-07,14
sports-isolation-zone,2025-08,59
sports-isolation-zone,2025-09,140
sports-isolation-zone,2025-10,100
sports-isolation-zone,2025-11,139
sports-isolation-zone,2025-12,101
sports-isolation-zone,2026-01,68
sports-isolation-zone,2026-02,91
sports-isolation-zone,2026-03,157
sports-isolation-zone,2026-04,132
sports-isolation-zone,2026-05,129
sports-isolation-zone,2026-06,437
sports-isolation-zone,2026-07,1255
suggestions,2020-10,62
suggestions,2020-12,79
suggestions,2021-01,30
suggestions,2021-02,75
suggestions,2021-03,48
suggestions,2021-04,55
suggestions,2021-05,60
suggestions,2021-06,90
suggestions,2021-07,63
suggestions,2021-08,160
suggestions,2021-09,73
suggestions,2021-10,202
suggestions,2021-11,47
suggestions,2021-12,148
suggestions,2022-01,53
suggestions,2022-02,24
suggestions,2022-03,64
suggestions,2022-05,33
suggestions,2022-07,28
suggestions,2022-09,2
suggestions,2022-10,8
suggestions,2022-11,14
suggestions,2022-12,11
suggestions,2023-01,19
suggestions,2023-02,25
suggestions,2023-03,28
suggestions,2023-04,48
suggestions,2023-05,17
suggestions,2023-06,1
suggestions,2023-07,11
suggestions,2023-08,13
suggestions,2023-10,5
suggestions,2023-11,3
suggestions,2023-12,2
suggestions,2024-01,68
suggestions,2024-02,2
suggestions,2024-04,21
suggestions,2024-05,7
suggestions,2024-06,1
suggestions,2024-07,10
suggestions,2024-08,7
suggestions,2024-09,1
suggestions,2024-10,17
suggestions,2024-11,7
suggestions,2024-12,4
suggestions,2025-01,61
suggestions,2025-02,160
suggestions,2025-05,301
suggestions,2025-06,32
suggestions,2025-07,3
suggestions,2025-08,15
suggestions,2025-09,34
suggestions,2025-10,82
suggestions,2025-11,75
suggestions,2025-12,214
suggestions,2026-01,62
suggestions,2026-02,155
suggestions,2026-03,392
suggestions,2026-04,102
suggestions,2026-05,40
suggestions,2026-06,146
suggestions,2026-07,140
summeringo,2023-07,60
summeringo-proof,2023-07,453
text-for-vc,2021-10,527
text-for-vc,2021-11,1766
text-for-vc,2021-12,2125
text-for-vc,2022-01,1166
text-for-vc,2022-02,489
text-for-vc,2022-03,383
text-for-vc,2022-04,40
text-for-vc,2022-05,60
text-for-vc,2022-06,110
text-for-vc,2022-07,35
text-for-vc,2022-08,74
text-for-vc,2022-09,112
text-for-vc,2022-10,270
text-for-vc,2022-11,290
text-for-vc,2022-12,88
text-for-vc,2023-01,66
text-for-vc,2023-02,105
text-for-vc,2023-03,86
text-for-vc,2023-04,72
text-for-vc,2023-05,114
text-for-vc,2023-06,95
text-for-vc,2023-07,23
text-for-vc,2023-08,34
text-for-vc,2023-09,55
text-for-vc,2023-10,501
text-for-vc,2023-11,298
text-for-vc,2023-12,578
text-for-vc,2024-01,645
text-for-vc,2024-02,384
text-for-vc,2024-03,565
text-for-vc,2024-04,743
text-for-vc,2024-05,375
text-for-vc,2024-06,562
text-for-vc,2024-07,350
text-for-vc,2024-08,420
text-for-vc,2024-09,261
text-for-vc,2024-10,364
text-for-vc,2024-11,322
text-for-vc,2024-12,230
text-for-vc,2025-01,278
text-for-vc,2025-02,461
text-for-vc,2025-03,292
text-for-vc,2025-04,239
text-for-vc,2025-05,172
text-for-vc,2025-06,215
text-for-vc,2025-07,169
text-for-vc,2025-08,164
text-for-vc,2025-09,623
text-for-vc,2025-10,340
text-for-vc,2025-11,199
text-for-vc,2025-12,266
text-for-vc,2026-01,199
text-for-vc,2026-02,176
text-for-vc,2026-03,308
text-for-vc,2026-04,142
text-for-vc,2026-05,132
text-for-vc,2026-06,204
text-for-vc,2026-07,45
town-hall,2020-11,23
town-hall,2020-12,178
town-hall,2021-01,80
town-hall,2021-02,178
town-hall,2021-03,105
town-hall,2021-04,22
town-hall,2021-05,300
town-hall,2021-06,41
town-hall,2021-07,4
town-hall,2021-08,11
town-hall,2021-09,27
town-hall,2021-10,120
town-hall,2021-11,44
town-hall,2021-12,186
town-hall,2022-01,318
town-hall,2022-02,31
town-hall,2022-03,86
town-hall,2022-04,28
town-hall,2022-05,32
town-hall,2022-06,116
town-hall,2022-08,22
town-hall,2022-09,15
town-hall,2022-10,89
town-hall,2022-11,312
town-hall,2022-12,142
town-hall,2023-01,12
town-hall,2023-02,14
town-hall,2023-03,189
town-hall,2023-04,144
town-hall,2023-05,29
town-hall,2023-06,146
town-hall,2023-07,107
town-hall,2023-08,7
town-hall,2023-09,642
town-hall,2023-10,13
town-hall,2023-11,29
town-hall,2023-12,31
town-hall,2024-01,76
town-hall,2024-02,2
town-hall,2024-03,5
town-hall,2024-04,1
town-hall,2024-05,15
town-hall,2024-06,67
town-hall,2024-07,6
town-hall,2024-09,19
town-hall,2024-10,17
town-hall,2024-11,5
town-hall,2024-12,3
town-hall,2025-01,6
town-hall,2025-02,104
town-hall,2025-03,443
town-hall,2025-04,354
town-hall,2025-05,4
town-hall,2025-06,135
town-hall,2025-07,58
town-hall,2025-08,13
town-hall,2025-10,12
town-hall,2025-11,1
town-hall,2025-12,49
town-hall,2026-01,4
town-hall,2026-02,3
town-hall,2026-03,73
town-hall,2026-04,66
town-hall,2026-05,1
town-hall,2026-06,1
town-hall,2026-07,9
trade-chat,2024-12,27
trade-chat,2025-01,11
trade-chat,2025-02,3
trade-chat,2025-03,2
trade-chat,2025-05,4
usernames,2021-01,59
usernames,2021-02,134
usernames,2021-03,139
usernames,2021-04,168
usernames,2021-05,91
usernames,2021-06,101
usernames,2021-07,128
usernames,2021-08,130
usernames,2021-09,236
usernames,2021-10,308
usernames,2021-11,278
usernames,2021-12,190
usernames,2022-01,122
usernames,2022-02,52
usernames,2022-03,63
usernames,2022-04,49
usernames,2022-05,62
usernames,2022-06,71
usernames,2022-07,53
usernames,2022-08,67
usernames,2022-09,69
usernames,2022-10,74
usernames,2022-11,60
usernames,2022-12,57
usernames,2023-01,125
usernames,2023-02,106
usernames,2023-03,183
usernames,2023-04,85
usernames,2023-05,44
usernames,2023-06,41
usernames,2023-07,47
usernames,2023-08,46
usernames,2023-09,48
usernames,2023-10,44
usernames,2023-11,65
usernames,2023-12,51
usernames,2024-01,31
usernames,2024-02,59
usernames,2024-03,44
usernames,2024-04,22
usernames,2024-05,9
usernames,2024-06,51
usernames,2024-07,32
usernames,2024-08,18
usernames,2024-09,16
usernames,2024-10,18
usernames,2024-11,20
usernames,2024-12,47
usernames,2025-01,45
usernames,2025-02,31
usernames,2025-03,31
usernames,2025-04,39
usernames,2025-05,36
usernames,2025-06,50
usernames,2025-07,60
usernames,2025-08,44
usernames,2025-09,39
usernames,2025-10,69
usernames,2025-11,73
usernames,2025-12,58
usernames,2026-01,69
usernames,2026-02,57
usernames,2026-03,82
usernames,2026-04,49
usernames,2026-05,33
usernames,2026-06,18
usernames,2026-07,31
vc_greatest_hits,2021-07,71
vc_greatest_hits,2021-08,10
vc_greatest_hits,2021-09,18
vc_greatest_hits,2021-10,20
vc_greatest_hits,2021-11,17
vc_greatest_hits,2021-12,11
vc_greatest_hits,2022-01,41
vc_greatest_hits,2022-02,6
vc_greatest_hits,2022-03,4
vc_greatest_hits,2022-04,2
vc_greatest_hits,2022-06,6
vc_greatest_hits,2022-07,2
vc_greatest_hits,2022-10,2
vc_greatest_hits,2023-04,3
vc_greatest_hits,2023-05,1
vc_greatest_hits,2023-06,1
vc_greatest_hits,2023-07,4
vc_greatest_hits,2023-10,2
vc_greatest_hits,2026-02,9
vc_greatest_hits,2026-03,3
vc_greatest_hits,2026-04,2
vc_greatest_hits,2026-07,1
welcome,2022-01,5
